zipcode,schubert_chokecherry_count,american_beech_count,american_elm_count,american_hophornbeam_count,american_hornbeam_count,american_larch_count,american_linden_count,amur_cork_tree_count,amur_maackia_count,amur_maple_count,atlantic_white_cedar_count,atlas_cedar_count,callery_pear_count,chinese_chestnut_count,chinese_elm_count,chinese_fringetree_count,chinese_tree_lilac_count,cornelian_cherry_count,douglas_fir_count,english_oak_count,european_alder_count,european_beech_count,european_hornbeam_count,himalayan_cedar_count,japanese_hornbeam_count,japanese_maple_count,japanese_snowbell_count,japanese_tree_lilac_count,japanese_zelkova_count,kentucky_coffeetree_count,kentucky_yellowwood_count,london_planetree_count,norway_maple_count,norway_spruce_count,ohio_buckeye_count,oklahoma_redbud_count,osage_orange_count,persian_ironwood_count,schumards_oak_count,scots_pine_count,shantung_maple_count,siberian_elm_count,sophora_count,turkish_hazelnut_count,virginia_pine_count,arborvitae_count,ash_count,bald_cypress_count,bigtooth_aspen_count,black_cherry_count,black_locust_count,black_maple_count,black_oak_count,black_pine_count,black_walnut_count,blackgum_count,blue_spruce_count,boxelder_count,bur_oak_count,catalpa_count,cherry_count,cockspur_hawthorn_count,common_hackberry_count,crab_apple_count,crepe_myrtle_count,crimson_king_maple_count,cucumber_magnolia_count,dawn_redwood_count,eastern_cottonwood_count,eastern_hemlock_count,eastern_redbud_count,eastern_redcedar_count,empress_tree_count,false_cypress_count,flowering_dogwood_count,ginkgo_count,golden_raintree_count,green_ash_count,hardy_rubber_tree_count,hawthorn_count,hedge_maple_count,holly_count,honeylocust_count,horse_chestnut_count,katsura_tree_count,kousa_dogwood_count,littleleaf_linden_count,magnolia_count,maple_count,mimosa_count,mulberry_count,northern_red_oak_count,pagoda_dogwood_count,paper_birch_count,paperbark_maple_count,pignut_hickory_count,pin_oak_count,pine_count,pitch_pine_count,pond_cypress_count,purple_leaf_plum_count,quaking_aspen_count,red_horse_chestnut_count,red_maple_count,red_pine_count,river_birch_count,sassafras_count,sawtooth_oak_count,scarlet_oak_count,serviceberry_count,shingle_oak_count,silver_birch_count,silver_linden_count,silver_maple_count,smoketree_count,southern_magnolia_count,southern_red_oak_count,spruce_count,sugar_maple_count,swamp_white_oak_count,sweetgum_count,sycamore_maple_count,tartar_maple_count,tree_of_heaven_count,trident_maple_count,tulip_poplar_count,two_winged_silverbell_count,weeping_willow_count,white_ash_count,white_oak_count,white_pine_count,willow_oak_count
10011,3.0,0.0,6.0,1.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,70.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,5.0,0.0,162.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,168.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,213.0,7.0,11.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,136.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,159.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,37.0
10012,6.0,0.0,13.0,0.0,1.0,0.0,18.0,0.0,2.0,1.0,0.0,0.0,159.0,0.0,17.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,65.0,4.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,80.0,30.0,11.0,0.0,0.0,1.0,0.0,227.0,0.0,0.0,4.0,54.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,18.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0
10013,8.0,0.0,19.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,127.0,1.0,22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,157.0,6.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,12.0,4.0,0.0,0.0,0.0,0.0,272.0,2.0,0.0,6.0,42.0,1.0,1.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,13.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,18.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0
10014,8.0,1.0,69.0,4.0,5.0,0.0,40.0,0.0,3.0,3.0,0.0,0.0,370.0,1.0,45.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,15.0,160.0,10.0,0.0,138.0,5.0,0.0,8.0,0.0,0.0,0.0,31.0,0.0,0.0,11.0,139.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,17.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,39.0,0.0,12.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,380.0,14.0,63.0,1.0,1.0,6.0,0.0,330.0,1.0,3.0,0.0,113.0,0.0,3.0,0.0,9.0,38.0,7.0,3.0,0.0,0.0,80.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,0.0,1.0,0.0,15.0,3.0,2.0,55.0,0.0,13.0,3.0,0.0,0.0,3.0,0.0,1.0,38.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,44.0,0.0,45.0
10016,3.0,0.0,21.0,1.0,4.0,0.0,35.0,0.0,3.0,2.0,0.0,0.0,300.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,4.0,63.0,5.0,1.0,76.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,143.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,3.0,45.0,1.0,7.0,1.0,0.0,494.0,0.0,1.0,0.0,71.0,22.0,0.0,0.0,10.0,23.0,2.0,0.0,0.0,0.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,40.0
10017,1.0,0.0,1.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,1.0,2.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
10018,0.0,0.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,76.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
10019,5.0,0.0,7.0,1.0,0.0,0.0,51.0,0.0,2.0,0.0,0.0,0.0,268.0,0.0,21.0,1.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,78.0,2.0,0.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,2.0,10.0,3.0,0.0,0.0,3.0,516.0,0.0,0.0,0.0,70.0,0.0,3.0,0.0,6.0,12.0,0.0,0.0,1.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
10020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10021,3.0,0.0,12.0,0.0,1.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,3.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,54.0,1.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,242.0,4.0,19.0,0.0,18.0,0.0,4.0,554.0,0.0,4.0,0.0,145.0,1.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,46.0
10022,4.0,0.0,10.0,0.0,1.0,0.0,46.0,0.0,2.0,0.0,0.0,0.0,250.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,108.0,3.0,0.0,38.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,371.0,0.0,7.0,1.0,45.0,0.0,0.0,372.0,0.0,8.0,0.0,51.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,49.0
10023,6.0,0.0,37.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,9.0,0.0,192.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,89.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,184.0,14.0,17.0,0.0,12.0,1.0,16.0,573.0,2.0,0.0,0.0,82.0,0.0,0.0,1.0,2.0,36.0,1.0,1.0,0.0,0.0,166.0,0.0,1.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,3.0,4.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,24.0
10024,3.0,0.0,303.0,9.0,4.0,0.0,124.0,1.0,0.0,0.0,0.0,0.0,202.0,1.0,41.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,4.0,127.0,4.0,0.0,282.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,267.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,49.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,257.0,5.0,43.0,2.0,16.0,0.0,1.0,511.0,0.0,0.0,0.0,289.0,23.0,0.0,0.0,0.0,29.0,1.0,2.0,0.0,0.0,376.0,0.0,0.0,0.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,11.0,2.0,0.0,6.0,0.0,66.0,4.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,36.0
10025,6.0,0.0,103.0,6.0,3.0,0.0,112.0,0.0,2.0,4.0,0.0,0.0,365.0,0.0,39.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,11.0,177.0,25.0,0.0,190.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,45.0,280.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,1.0,17.0,89.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,410.0,12.0,51.0,11.0,20.0,0.0,1.0,677.0,0.0,0.0,0.0,183.0,22.0,3.0,0.0,7.0,60.0,0.0,4.0,0.0,0.0,361.0,1.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,13.0,10.0,2.0,12.0,0.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,33.0
10026,3.0,3.0,60.0,15.0,2.0,1.0,72.0,3.0,6.0,2.0,0.0,0.0,119.0,0.0,20.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,149.0,19.0,0.0,208.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,104.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,23.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,15.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,150.0,13.0,40.0,1.0,2.0,2.0,0.0,286.0,0.0,2.0,1.0,85.0,12.0,1.0,0.0,0.0,27.0,0.0,7.0,3.0,0.0,111.0,0.0,1.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,2.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,8.0,0.0,5.0,3.0,0.0,13.0,0.0,0.0,3.0,4.0,0.0,18.0
10027,7.0,1.0,30.0,1.0,6.0,3.0,90.0,0.0,0.0,2.0,0.0,0.0,370.0,0.0,60.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,8.0,159.0,19.0,0.0,224.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,226.0,0.0,0.0,0.0,1.0,15.0,0.0,12.0,17.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,44.0,0.0,3.0,21.0,2.0,0.0,3.0,28.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,287.0,19.0,35.0,3.0,8.0,0.0,0.0,416.0,1.0,4.0,0.0,165.0,5.0,0.0,0.0,0.0,54.0,0.0,2.0,0.0,0.0,213.0,0.0,0.0,0.0,23.0,1.0,0.0,35.0,0.0,0.0,0.0,30.0,4.0,3.0,13.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,12.0,24.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,20.0
10028,4.0,0.0,15.0,0.0,3.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,287.0,1.0,7.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,71.0,3.0,1.0,98.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,17.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,211.0,12.0,22.0,1.0,11.0,1.0,0.0,350.0,0.0,1.0,0.0,137.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,9.0,1.0,0.0,5.0,0.0,0.0,1.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,32.0
10029,8.0,0.0,19.0,3.0,2.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,208.0,0.0,45.0,0.0,0.0,4.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,1.0,259.0,13.0,0.0,288.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,80.0,36.0,18.0,3.0,0.0,0.0,0.0,447.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,1.0,92.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,32.0,12.0,1.0,4.0,1.0,22.0,0.0,0.0,3.0,0.0,0.0,1.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,15.0
10030,4.0,1.0,11.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,17.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,97.0,10.0,4.0,77.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,108.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,121.0,8.0,35.0,0.0,2.0,1.0,0.0,298.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,21.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,2.0
10031,11.0,0.0,51.0,1.0,0.0,0.0,74.0,0.0,10.0,5.0,0.0,0.0,165.0,1.0,42.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,6.0,4.0,2.0,0.0,7.0,112.0,25.0,0.0,165.0,28.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,189.0,3.0,0.0,0.0,5.0,18.0,0.0,2.0,11.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,30.0,0.0,1.0,1.0,11.0,0.0,0.0,5.0,8.0,0.0,0.0,6.0,67.0,15.0,53.0,2.0,6.0,0.0,0.0,450.0,0.0,0.0,0.0,134.0,1.0,3.0,1.0,5.0,68.0,2.0,3.0,0.0,0.0,350.0,2.0,1.0,5.0,11.0,0.0,0.0,33.0,1.0,0.0,1.0,20.0,2.0,3.0,3.0,0.0,32.0,10.0,0.0,0.0,0.0,0.0,3.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,28.0
10032,2.0,0.0,72.0,5.0,1.0,0.0,65.0,1.0,1.0,0.0,7.0,0.0,108.0,4.0,67.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,109.0,23.0,4.0,120.0,23.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,30.0,161.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,18.0,48.0,0.0,0.0,0.0,24.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,64.0,11.0,7.0,11.0,9.0,3.0,0.0,444.0,2.0,0.0,0.0,83.0,0.0,6.0,0.0,2.0,52.0,0.0,1.0,1.0,0.0,211.0,0.0,0.0,1.0,20.0,0.0,0.0,33.0,0.0,0.0,1.0,10.0,1.0,1.0,19.0,1.0,24.0,2.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,15.0,0.0,41.0
10033,5.0,2.0,57.0,0.0,1.0,0.0,50.0,0.0,5.0,0.0,5.0,0.0,112.0,0.0,59.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,13.0,0.0,4.0,2.0,0.0,4.0,112.0,29.0,0.0,44.0,15.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,144.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,34.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,10.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,68.0,23.0,29.0,1.0,0.0,0.0,0.0,380.0,2.0,5.0,0.0,67.0,1.0,0.0,5.0,5.0,76.0,0.0,3.0,0.0,0.0,195.0,0.0,1.0,3.0,2.0,0.0,0.0,19.0,0.0,1.0,0.0,14.0,1.0,1.0,7.0,0.0,25.0,5.0,0.0,3.0,0.0,0.0,0.0,66.0,10.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,34.0
10034,1.0,0.0,42.0,7.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,76.0,3.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,226.0,0.0,0.0,52.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,6.0,2.0,0.0,7.0,0.0,0.0,134.0,2.0,18.0,0.0,3.0,0.0,0.0,181.0,0.0,1.0,0.0,121.0,0.0,0.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,12.0,29.0,2.0,2.0,13.0,0.0,29.0,3.0,0.0,0.0,0.0,1.0,2.0,21.0,5.0,1.0,3.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0
10035,11.0,0.0,9.0,2.0,3.0,0.0,51.0,0.0,3.0,0.0,0.0,0.0,268.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,6.0,146.0,5.0,0.0,171.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,130.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,27.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,58.0,25.0,8.0,2.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,86.0,1.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,3.0,0.0,24.0,0.0,1.0,7.0,1.0,26.0,2.0,0.0,0.0,1.0,0.0,0.0,16.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,50.0
