,zipcode,number_of_trees,mean_property_value,zipcode,schubert_chokecherry_count,american_beech_count,american_elm_count,american_hophornbeam_count,american_hornbeam_count,american_larch_count,american_linden_count,amur_cork_tree_count,amur_maackia_count,amur_maple_count,atlantic_white_cedar_count,atlas_cedar_count,callery_pear_count,chinese_chestnut_count,chinese_elm_count,chinese_fringetree_count,chinese_tree_lilac_count,cornelian_cherry_count,douglas_fir_count,english_oak_count,european_alder_count,european_beech_count,european_hornbeam_count,himalayan_cedar_count,japanese_hornbeam_count,japanese_maple_count,japanese_snowbell_count,japanese_tree_lilac_count,japanese_zelkova_count,kentucky_coffeetree_count,kentucky_yellowwood_count,london_planetree_count,norway_maple_count,norway_spruce_count,ohio_buckeye_count,oklahoma_redbud_count,osage_orange_count,persian_ironwood_count,schumards_oak_count,scots_pine_count,shantung_maple_count,siberian_elm_count,sophora_count,turkish_hazelnut_count,virginia_pine_count,arborvitae_count,ash_count,bald_cypress_count,bigtooth_aspen_count,black_cherry_count,black_locust_count,black_maple_count,black_oak_count,black_pine_count,black_walnut_count,blackgum_count,blue_spruce_count,boxelder_count,bur_oak_count,catalpa_count,cherry_count,cockspur_hawthorn_count,common_hackberry_count,crab_apple_count,crepe_myrtle_count,crimson_king_maple_count,cucumber_magnolia_count,dawn_redwood_count,eastern_cottonwood_count,eastern_hemlock_count,eastern_redbud_count,eastern_redcedar_count,empress_tree_count,false_cypress_count,flowering_dogwood_count,ginkgo_count,golden_raintree_count,green_ash_count,hardy_rubber_tree_count,hawthorn_count,hedge_maple_count,holly_count,honeylocust_count,horse_chestnut_count,katsura_tree_count,kousa_dogwood_count,littleleaf_linden_count,magnolia_count,maple_count,mimosa_count,mulberry_count,northern_red_oak_count,pagoda_dogwood_count,paper_birch_count,paperbark_maple_count,pignut_hickory_count,pin_oak_count,pine_count,pitch_pine_count,pond_cypress_count,purple_leaf_plum_count,quaking_aspen_count,red_horse_chestnut_count,red_maple_count,red_pine_count,river_birch_count,sassafras_count,sawtooth_oak_count,scarlet_oak_count,serviceberry_count,shingle_oak_count,silver_birch_count,silver_linden_count,silver_maple_count,smoketree_count,southern_magnolia_count,southern_red_oak_count,spruce_count,sugar_maple_count,swamp_white_oak_count,sweetgum_count,sycamore_maple_count,tartar_maple_count,tree_of_heaven_count,trident_maple_count,tulip_poplar_count,two_winged_silverbell_count,weeping_willow_count,white_ash_count,white_oak_count,white_pine_count,willow_oak_count
21,10024,3311,2077436.1333743085,10024,3.0,0.0,303.0,9.0,4.0,0.0,124.0,1.0,0.0,0.0,0.0,0.0,202.0,1.0,41.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,4.0,127.0,4.0,0.0,282.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,267.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,49.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,257.0,5.0,43.0,2.0,16.0,0.0,1.0,511.0,0.0,0.0,0.0,289.0,23.0,0.0,0.0,0.0,29.0,1.0,2.0,0.0,0.0,376.0,0.0,0.0,0.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,11.0,2.0,0.0,6.0,0.0,66.0,4.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,36.0
22,10025,3696,1057102.4498207886,10025,6.0,0.0,103.0,6.0,3.0,0.0,112.0,0.0,2.0,4.0,0.0,0.0,365.0,0.0,39.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,11.0,177.0,25.0,0.0,190.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,45.0,280.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,1.0,17.0,89.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,410.0,12.0,51.0,11.0,20.0,0.0,1.0,677.0,0.0,0.0,0.0,183.0,22.0,3.0,0.0,7.0,60.0,0.0,4.0,0.0,0.0,361.0,1.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,13.0,10.0,2.0,12.0,0.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,33.0
23,10026,1829,608224.8234726689,10026,3.0,3.0,60.0,15.0,2.0,1.0,72.0,3.0,6.0,2.0,0.0,0.0,119.0,0.0,20.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,149.0,19.0,0.0,208.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,104.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,23.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,15.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,150.0,13.0,40.0,1.0,2.0,2.0,0.0,286.0,0.0,2.0,1.0,85.0,12.0,1.0,0.0,0.0,27.0,0.0,7.0,3.0,0.0,111.0,0.0,1.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,2.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,8.0,0.0,5.0,3.0,0.0,13.0,0.0,0.0,3.0,4.0,0.0,18.0
24,10027,2992,1717860.3403790088,10027,7.0,1.0,30.0,1.0,6.0,3.0,90.0,0.0,0.0,2.0,0.0,0.0,370.0,0.0,60.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,8.0,159.0,19.0,0.0,224.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,226.0,0.0,0.0,0.0,1.0,15.0,0.0,12.0,17.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,44.0,0.0,3.0,21.0,2.0,0.0,3.0,28.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,287.0,19.0,35.0,3.0,8.0,0.0,0.0,416.0,1.0,4.0,0.0,165.0,5.0,0.0,0.0,0.0,54.0,0.0,2.0,0.0,0.0,213.0,0.0,0.0,0.0,23.0,1.0,0.0,35.0,0.0,0.0,0.0,30.0,4.0,3.0,13.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,12.0,24.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,20.0
25,10028,1806,4151059.134477826,10028,4.0,0.0,15.0,0.0,3.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,287.0,1.0,7.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,71.0,3.0,1.0,98.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,17.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,211.0,12.0,22.0,1.0,11.0,1.0,0.0,350.0,0.0,1.0,0.0,137.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,9.0,1.0,0.0,5.0,0.0,0.0,1.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,32.0
26,10029,2423,1897972.516923077,10029,8.0,0.0,19.0,3.0,2.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,208.0,0.0,45.0,0.0,0.0,4.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,1.0,259.0,13.0,0.0,288.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,80.0,36.0,18.0,3.0,0.0,0.0,0.0,447.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,1.0,92.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,32.0,12.0,1.0,4.0,1.0,22.0,0.0,0.0,3.0,0.0,0.0,1.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,15.0
27,10030,1365,806106.8050647822,10030,4.0,1.0,11.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,17.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,97.0,10.0,4.0,77.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,108.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,121.0,8.0,35.0,0.0,2.0,1.0,0.0,298.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,21.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,2.0
28,10031,2587,1095292.7360919542,10031,11.0,0.0,51.0,1.0,0.0,0.0,74.0,0.0,10.0,5.0,0.0,0.0,165.0,1.0,42.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,6.0,4.0,2.0,0.0,7.0,112.0,25.0,0.0,165.0,28.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,189.0,3.0,0.0,0.0,5.0,18.0,0.0,2.0,11.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,30.0,0.0,1.0,1.0,11.0,0.0,0.0,5.0,8.0,0.0,0.0,6.0,67.0,15.0,53.0,2.0,6.0,0.0,0.0,450.0,0.0,0.0,0.0,134.0,1.0,3.0,1.0,5.0,68.0,2.0,3.0,0.0,0.0,350.0,2.0,1.0,5.0,11.0,0.0,0.0,33.0,1.0,0.0,1.0,20.0,2.0,3.0,3.0,0.0,32.0,10.0,0.0,0.0,0.0,0.0,3.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,28.0
29,10032,2217,2005034.219772404,10032,2.0,0.0,72.0,5.0,1.0,0.0,65.0,1.0,1.0,0.0,7.0,0.0,108.0,4.0,67.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,109.0,23.0,4.0,120.0,23.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,30.0,161.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,18.0,48.0,0.0,0.0,0.0,24.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,64.0,11.0,7.0,11.0,9.0,3.0,0.0,444.0,2.0,0.0,0.0,83.0,0.0,6.0,0.0,2.0,52.0,0.0,1.0,1.0,0.0,211.0,0.0,0.0,1.0,20.0,0.0,0.0,33.0,0.0,0.0,1.0,10.0,1.0,1.0,19.0,1.0,24.0,2.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,15.0,0.0,41.0
30,10033,1971,1482831.611111111,10033,5.0,2.0,57.0,0.0,1.0,0.0,50.0,0.0,5.0,0.0,5.0,0.0,112.0,0.0,59.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,13.0,0.0,4.0,2.0,0.0,4.0,112.0,29.0,0.0,44.0,15.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,144.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,34.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,10.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,68.0,23.0,29.0,1.0,0.0,0.0,0.0,380.0,2.0,5.0,0.0,67.0,1.0,0.0,5.0,5.0,76.0,0.0,3.0,0.0,0.0,195.0,0.0,1.0,3.0,2.0,0.0,0.0,19.0,0.0,1.0,0.0,14.0,1.0,1.0,7.0,0.0,25.0,5.0,0.0,3.0,0.0,0.0,0.0,66.0,10.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,34.0
31,10034,1574,2134956.403076923,10034,1.0,0.0,42.0,7.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,76.0,3.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,226.0,0.0,0.0,52.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,6.0,2.0,0.0,7.0,0.0,0.0,134.0,2.0,18.0,0.0,3.0,0.0,0.0,181.0,0.0,1.0,0.0,121.0,0.0,0.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,12.0,29.0,2.0,2.0,13.0,0.0,29.0,3.0,0.0,0.0,0.0,1.0,2.0,21.0,5.0,1.0,3.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0
32,10035,2010,1356385.3887254905,10035,11.0,0.0,9.0,2.0,3.0,0.0,51.0,0.0,3.0,0.0,0.0,0.0,268.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,6.0,146.0,5.0,0.0,171.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,130.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,27.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,58.0,25.0,8.0,2.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,86.0,1.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,3.0,0.0,24.0,0.0,1.0,7.0,1.0,26.0,2.0,0.0,0.0,1.0,0.0,0.0,16.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,50.0
33,10036,894,5150068.277348949,10036,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,126.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,37.0,13.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,1.0,5.0,1.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0
34,10037,698,1750451.0912547528,10037,1.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,1.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,96.0,2.0,2.0,3.0,3.0,1.0,0.0,116.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,2.0
35,10038,374,2225399.7205177373,10038,0.0,0.0,26.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,12.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,0.0,2.0,0.0,108.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
36,10039,801,1318129.9144295305,10039,2.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,76.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,13.0,0.0,13.0,0.0,3.0,0.0,0.0,151.0,0.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,10040,1560,1955257.2527472528,10040,0.0,5.0,70.0,1.0,19.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0,39.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,8.0,135.0,9.0,1.0,85.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,100.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,2.0,0.0,17.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,5.0,1.0,0.0,1.0,27.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,57.0,8.0,12.0,9.0,2.0,1.0,0.0,189.0,0.0,0.0,0.0,95.0,10.0,0.0,0.0,0.0,92.0,0.0,0.0,3.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,5.0,1.0,4.0,8.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,49.0,11.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,19.0,0.0,12.0
38,10065,1911,2567758.7993636904,10065,5.0,2.0,17.0,2.0,1.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,381.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,46.0,12.0,0.0,140.0,7.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,217.0,4.0,18.0,0.0,25.0,0.0,0.0,418.0,0.0,3.0,0.0,108.0,1.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,12.0
39,10069,119,514051.2622733304,10069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
40,10075,899,1815922.6855307438,10075,1.0,0.0,2.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,48.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,1.0,1.0,0.0,3.0,0.0,0.0,194.0,1.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
41,10128,2136,1508939.012731668,10128,3.0,0.0,17.0,0.0,0.0,0.0,33.0,0.0,4.0,0.0,0.0,0.0,287.0,1.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,1.0,0.0,96.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,141.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,1.0,10.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,4.0,0.0,0.0,5.0,171.0,4.0,11.0,0.0,16.0,0.0,0.0,630.0,0.0,0.0,0.0,126.0,0.0,1.0,0.0,0.0,49.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,1.0,0.0,4.0,0.0,21.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,39.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,40.0
42,10280,418,514331.3866591295,10280,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,28.0,12.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,26.0
43,10301,6034,535073.0481042042,10301,72.0,3.0,48.0,16.0,17.0,2.0,110.0,0.0,10.0,36.0,2.0,1.0,517.0,8.0,62.0,1.0,11.0,20.0,3.0,3.0,1.0,0.0,18.0,0.0,1.0,11.0,3.0,68.0,276.0,6.0,1.0,1099.0,251.0,4.0,0.0,3.0,0.0,3.0,43.0,1.0,0.0,24.0,81.0,0.0,0.0,2.0,12.0,0.0,0.0,9.0,13.0,1.0,11.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,325.0,3.0,15.0,52.0,4.0,55.0,2.0,21.0,1.0,0.0,92.0,1.0,6.0,0.0,10.0,80.0,29.0,64.0,4.0,56.0,62.0,0.0,265.0,45.0,4.0,4.0,125.0,9.0,32.0,2.0,8.0,66.0,2.0,7.0,4.0,0.0,475.0,4.0,0.0,0.0,86.0,1.0,1.0,289.0,6.0,4.0,1.0,11.0,6.0,49.0,5.0,6.0,41.0,110.0,0.0,2.0,4.0,0.0,40.0,45.0,148.0,14.0,6.0,6.0,0.0,11.0,4.0,1.0,4.0,47.0,2.0,5.0
