,zipcode,number_of_trees,mean_property_value,zipcode,schubert_chokecherry_count,american_beech_count,american_elm_count,american_hophornbeam_count,american_hornbeam_count,american_larch_count,american_linden_count,amur_cork_tree_count,amur_maackia_count,amur_maple_count,atlantic_white_cedar_count,atlas_cedar_count,callery_pear_count,chinese_chestnut_count,chinese_elm_count,chinese_fringetree_count,chinese_tree_lilac_count,cornelian_cherry_count,douglas_fir_count,english_oak_count,european_alder_count,european_beech_count,european_hornbeam_count,himalayan_cedar_count,japanese_hornbeam_count,japanese_maple_count,japanese_snowbell_count,japanese_tree_lilac_count,japanese_zelkova_count,kentucky_coffeetree_count,kentucky_yellowwood_count,london_planetree_count,norway_maple_count,norway_spruce_count,ohio_buckeye_count,oklahoma_redbud_count,osage_orange_count,persian_ironwood_count,schumards_oak_count,scots_pine_count,shantung_maple_count,siberian_elm_count,sophora_count,turkish_hazelnut_count,virginia_pine_count,arborvitae_count,ash_count,bald_cypress_count,bigtooth_aspen_count,black_cherry_count,black_locust_count,black_maple_count,black_oak_count,black_pine_count,black_walnut_count,blackgum_count,blue_spruce_count,boxelder_count,bur_oak_count,catalpa_count,cherry_count,cockspur_hawthorn_count,common_hackberry_count,crab_apple_count,crepe_myrtle_count,crimson_king_maple_count,cucumber_magnolia_count,dawn_redwood_count,eastern_cottonwood_count,eastern_hemlock_count,eastern_redbud_count,eastern_redcedar_count,empress_tree_count,false_cypress_count,flowering_dogwood_count,ginkgo_count,golden_raintree_count,green_ash_count,hardy_rubber_tree_count,hawthorn_count,hedge_maple_count,holly_count,honeylocust_count,horse_chestnut_count,katsura_tree_count,kousa_dogwood_count,littleleaf_linden_count,magnolia_count,maple_count,mimosa_count,mulberry_count,northern_red_oak_count,pagoda_dogwood_count,paper_birch_count,paperbark_maple_count,pignut_hickory_count,pin_oak_count,pine_count,pitch_pine_count,pond_cypress_count,purple_leaf_plum_count,quaking_aspen_count,red_horse_chestnut_count,red_maple_count,red_pine_count,river_birch_count,sassafras_count,sawtooth_oak_count,scarlet_oak_count,serviceberry_count,shingle_oak_count,silver_birch_count,silver_linden_count,silver_maple_count,smoketree_count,southern_magnolia_count,southern_red_oak_count,spruce_count,sugar_maple_count,swamp_white_oak_count,sweetgum_count,sycamore_maple_count,tartar_maple_count,tree_of_heaven_count,trident_maple_count,tulip_poplar_count,two_winged_silverbell_count,weeping_willow_count,white_ash_count,white_oak_count,white_pine_count,willow_oak_count
10,10012,1076,2538755.4857250187,10012,6.0,0.0,13.0,0.0,1.0,0.0,18.0,0.0,2.0,1.0,0.0,0.0,159.0,0.0,17.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,65.0,4.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,80.0,30.0,11.0,0.0,0.0,1.0,0.0,227.0,0.0,0.0,4.0,54.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,18.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0
11,10013,1202,1609889.4437908498,10013,8.0,0.0,19.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,127.0,1.0,22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,157.0,6.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,12.0,4.0,0.0,0.0,0.0,0.0,272.0,2.0,0.0,6.0,42.0,1.0,1.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,13.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,18.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0
12,10014,2591,2371958.4605053496,10014,8.0,1.0,69.0,4.0,5.0,0.0,40.0,0.0,3.0,3.0,0.0,0.0,370.0,1.0,45.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,15.0,160.0,10.0,0.0,138.0,5.0,0.0,8.0,0.0,0.0,0.0,31.0,0.0,0.0,11.0,139.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,17.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,39.0,0.0,12.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,380.0,14.0,63.0,1.0,1.0,6.0,0.0,330.0,1.0,3.0,0.0,113.0,0.0,3.0,0.0,9.0,38.0,7.0,3.0,0.0,0.0,80.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,0.0,1.0,0.0,15.0,3.0,2.0,55.0,0.0,13.0,3.0,0.0,0.0,3.0,0.0,1.0,38.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,44.0,0.0,45.0
13,10016,1872,1575597.3586840418,10016,3.0,0.0,21.0,1.0,4.0,0.0,35.0,0.0,3.0,2.0,0.0,0.0,300.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,4.0,63.0,5.0,1.0,76.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,143.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,3.0,45.0,1.0,7.0,1.0,0.0,494.0,0.0,1.0,0.0,71.0,22.0,0.0,0.0,10.0,23.0,2.0,0.0,0.0,0.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,40.0
14,10017,848,5319032.010088271,10017,1.0,0.0,1.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,1.0,2.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
15,10018,485,8523820.02705314,10018,0.0,0.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,76.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
16,10019,1715,2752609.230037413,10019,5.0,0.0,7.0,1.0,0.0,0.0,51.0,0.0,2.0,0.0,0.0,0.0,268.0,0.0,21.0,1.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,78.0,2.0,0.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,2.0,10.0,3.0,0.0,0.0,3.0,516.0,0.0,0.0,0.0,70.0,0.0,3.0,0.0,6.0,12.0,0.0,0.0,1.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
17,10020,94,26945374.975,10020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,10021,1959,2565418.665689149,10021,3.0,0.0,12.0,0.0,1.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,3.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,54.0,1.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,242.0,4.0,19.0,0.0,18.0,0.0,4.0,554.0,0.0,4.0,0.0,145.0,1.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,46.0
19,10022,1627,4619499.901348353,10022,4.0,0.0,10.0,0.0,1.0,0.0,46.0,0.0,2.0,0.0,0.0,0.0,250.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,108.0,3.0,0.0,38.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,371.0,0.0,7.0,1.0,45.0,0.0,0.0,372.0,0.0,8.0,0.0,51.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,49.0
20,10023,2260,1389400.602752679,10023,6.0,0.0,37.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,9.0,0.0,192.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,89.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,184.0,14.0,17.0,0.0,12.0,1.0,16.0,573.0,2.0,0.0,0.0,82.0,0.0,0.0,1.0,2.0,36.0,1.0,1.0,0.0,0.0,166.0,0.0,1.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,3.0,4.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,24.0
